osm_id:ID(Point),lat:float,lon:float,is_hut:boolean,country_code,name
9187873007,67.8588655,18.6265522,false,,
9187873008,67.8588655,18.6278182,false,,
9187873009,67.8588028,18.628698,false,,
9187873010,67.8586249,18.6290628,false,,
9187873011,67.8585178,18.6297226,false,,
9187873012,67.8583257,18.631407,false,,
12059533316,67.857944,18.6284341,false,,
12059533321,67.8579197,18.6291529,false,,
12059533347,67.8580825,18.625548,false,,
12059533348,67.8580022,18.6277644,false,,
12059533356,67.8579641,18.6287831,false,,
12059536076,67.8581245,18.6266444,false,,
12059536080,67.8579349,18.6289758,false,,
12066972313,67.857818,18.6299908,false,,
12066972314,67.8577038,18.6304761,false,,
12066972315,67.857722,18.6306173,false,,
12066972316,67.8576481,18.6315226,false,,
12066972317,67.8575858,18.631829,false,,
9187815082,67.8581073,18.6351621,false,,
9187815083,67.8582104,18.6352479,false,,
9187815084,67.8583156,18.635323,false,,
9187815085,67.8584975,18.6356074,false,,
9187815086,67.8584975,18.6358863,false,,
9187815087,67.8584591,18.6365247,false,,
9187815088,67.8584349,18.6378175,false,,
9187873013,67.8582307,18.6336064,false,,
9187873014,67.8580669,18.6365515,false,,
9187873015,67.8579658,18.6377209,false,,
9196310295,67.8582638,18.6328412,false,,
12066972318,67.8576273,18.6323695,false,,
12066972319,67.8575365,18.6331957,false,,
12066972320,67.8574327,18.6337877,false,,
12066972321,67.8574729,18.6344693,false,,
12066972322,67.8575767,18.6347998,false,,
12066972323,67.8576455,18.635984,false,,
12066972324,67.8576507,18.6375434,false,,
12066998182,67.8456339,18.6448568,false,,
12066998183,67.8454014,18.6412059,false,,
12066998176,67.8460757,18.6488563,false,,
12066998177,67.8460123,18.6482465,false,,
12066998178,67.8459779,18.6469742,false,,
12066998179,67.846025,18.6466045,false,,
12066998180,67.8459309,18.6458123,false,,
12066998181,67.8458041,18.6452121,false,,
12066998174,67.8463419,18.6512521,false,,
12066998175,67.846264,18.6510745,false,,
9187815089,67.858542,18.6385632,false,,
9187815090,67.8586835,18.6390942,false,,
9187815091,67.858629,18.6406124,false,,
9187815092,67.8584773,18.6429781,false,,
9187815093,67.858352,18.6442441,false,,
9187815094,67.8583601,18.6449414,false,,
9187873016,67.8579152,18.6395878,false,,
9187875817,67.8580204,18.6411434,false,,
9187875818,67.8582165,18.6422002,false,,
9187875819,67.8582367,18.6432356,false,,
9187875820,67.8580932,18.6440402,false,,
12066972325,67.8575456,18.6389479,false,,
12066972326,67.8574599,18.6393438,false,,
12066972327,67.8574885,18.6397259,false,,
12066972328,67.857229,18.6404936,false,,
12066972329,67.8570927,18.6406967,false,,
12066972330,67.8570681,18.6411304,false,,
12066972331,67.8568047,18.6419841,false,,
12066972332,67.8567878,18.6428103,false,,
12066972333,67.8568838,18.6435849,false,,
12066972334,67.8570577,18.6439635,false,,
12066972335,67.857107,18.6445419,false,,
9187815095,67.8582448,18.6455315,false,,
9187815096,67.8579759,18.6468726,false,,
9187815097,67.8578243,18.6481816,false,,
9187815098,67.8573552,18.650955,false,,
9187875821,67.8579961,18.6450756,false,,
9187875822,67.8578991,18.6455208,false,,
9187875823,67.8577393,18.6456871,false,,
9187875824,67.8575533,18.6461216,false,,
9187875825,67.857432,18.646583,false,,
9187875826,67.8573289,18.6476827,false,,
9187875827,67.8572743,18.6484981,false,,
9187875828,67.8571449,18.6507243,false,,
9187875829,67.8570236,18.6514109,false,,
12066972336,67.8570953,18.6450548,false,,
12066972337,67.8569241,18.6462631,false,,
12066972338,67.8566723,18.6476469,false,,
12066972339,67.8562571,18.6486659,false,,
12066972340,67.8559626,18.6496332,false,,
12066972341,67.8558484,18.6504869,false,,
12066972342,67.8555733,18.6511651,false,,
12066972352,67.8524368,18.6550309,false,,
12066972353,67.8521915,18.6548794,false,,
12066972354,67.8514466,18.6549689,false,,
12066972355,67.850982,18.6549483,false,,
12066972356,67.8501383,18.6554509,false,,
12066972357,67.8497113,18.6556196,false,,
12066972358,67.8494777,18.6560361,false,,
12066972359,67.8490883,18.6562151,false,,
12066972360,67.8488495,18.6559741,false,,
12066972361,67.8486691,18.6560189,false,,
12066972362,67.8486717,18.6564974,false,,
12066972363,67.8484445,18.6568106,false,,
12066972364,67.8482758,18.6566454,false,,
12066972365,67.8481369,18.6561944,false,,
12066972366,67.8479798,18.6561635,false,,
12066972367,67.8479085,18.6551858,false,,
12066972368,67.8478461,18.6545455,false,,
12066998169,67.847363,18.6542193,false,,
12066998170,67.8471982,18.6537056,false,,
12066998171,67.846713,18.6535519,false,,
12066998172,67.8464994,18.6526541,false,,
12066998173,67.8463274,18.6515642,false,,
9187815099,67.8570135,18.6530685,false,,
9187815100,67.85688,18.6548066,false,,
9187815101,67.8569569,18.6550641,false,,
9187815102,67.8570317,18.655166,false,,
9187815103,67.8572157,18.6554664,false,,
9187815104,67.8573896,18.6554772,false,,
9187815105,67.8575715,18.6556381,false,,
9187815106,67.8578081,18.6560297,false,,
9187815107,67.8580831,18.6563516,false,,
9187815108,67.8584611,18.6566466,false,,
9187815109,67.858817,18.6567753,false,,
9187815110,67.8592294,18.6568773,false,,
9187875830,67.8568012,18.6525214,false,,
9187875831,67.8567162,18.6532563,false,,
9187875832,67.8565707,18.6546189,false,,
9187875833,67.8565565,18.6552679,false,,
9187875834,67.856605,18.6553377,false,,
9187875835,67.8567911,18.6553913,false,,
9187875836,67.8569427,18.6555201,false,,
9187875837,67.8571126,18.6556381,false,,
12066972343,67.8549582,18.652277,false,,
12066972344,67.8547519,18.6532787,false,,
12066972345,67.8544703,18.6547865,false,,
12066972346,67.8541498,18.6557297,false,,
12066972347,67.8539435,18.6562977,false,,
12066972348,67.8536372,18.656074,false,,
12066972349,67.8534828,18.6567108,false,,
12066972350,67.8528884,18.6561497,false,,
12066972351,67.8527833,18.6555197,false,,
12066998221,67.8544422,18.6548693,false,,
12066998254,67.8644392,18.4644017,false,,
12066998255,67.8631455,18.4704527,false,,
12066998256,67.8608491,18.4762248,false,,
12066998257,67.8602183,18.4795293,false,,
12066998241,67.872911,18.45687,false,,
12066998242,67.872717,18.4549817,false,,
