cabin_id:ID(Cabane),osm_id:long,lat:float,lon:float,name,country_code
6802847285,6802847285,68.0957532,13.2984152,,NO
6832157257,6832157257,70.2855239,30.993579,Kiberg,NO
6841688184,6841688184,68.061731,13.2264045,,NO
6851659568,6851659568,69.9743959,29.6410865,Bugøynes oppvekstsenter,NO
6874959307,6874959307,70.0615142,24.9420794,,NO
6909816342,6909816342,67.6028515,29.7666342,Piimäkuru puolikota,FI
7002670521,7002670521,68.4218532,27.4333602,Kota,FI
7009856699,7009856699,66.7415694,24.3524593,Kota,FI
7012112298,7012112298,66.7491486,24.3431722,Laavu,FI
7014906331,7014906331,66.7548219,24.1869247,Salmilompolon laavu,FI
7017187122,7017187122,66.6809855,24.6207223,Kota,FI
7017346590,7017346590,66.6967916,24.6384493,Laavu,FI
7058664044,7058664044,66.5924694,13.3276284,,NO
7090999840,7090999840,69.6643078,18.9488794,,NO
7091050783,7091050783,69.664447,18.9486934,,NO
7091233457,7091233457,71.1076481,25.7865982,Community Hut,NO
7091256838,7091256838,71.1036843,25.7189804,Nordkap Shelter,NO
7125728379,7125728379,67.8252125,22.8034973,,SE
7125728380,7125728380,68.3984756,18.4654427,,SE
7125728382,7125728382,68.0101776,19.6481895,,SE
7125728386,7125728386,67.7913952,21.8349838,,SE
7125728391,7125728391,68.2712907,22.338075,,SE
7125728392,7125728392,68.1224924,21.6760951,,SE
7125728394,7125728394,68.2503319,21.5020466,,SE
7125728600,7125728600,68.0679417,19.4034863,,SE
7125728611,7125728611,67.5176758,20.3070849,,SE
7125728652,7125728652,66.6389465,16.2882614,,SE
7125728653,7125728653,66.8398762,17.8435135,,SE
7125728656,7125728656,66.8659794,18.1016278,,SE
7125728657,7125728657,66.8726903,18.0890536,,SE
7125728658,7125728658,66.8863106,18.048622,,SE
7125728659,7125728659,66.8885422,17.9741478,,SE
7125728660,7125728660,66.90382,17.9872799,,SE
7125728796,7125728796,67.8645229,19.0603352,,SE
7125728798,7125728798,67.9712963,18.6612225,,SE
7125728800,7125728800,68.3030319,19.2339706,,SE
7125728811,7125728811,66.9343999,17.6389253,,SE
7125728812,7125728812,67.0038986,17.2353172,,SE
7125728813,7125728813,67.0210648,17.0781612,,SE
7125728827,7125728827,67.6888,18.140579,Raststuga Dievssajávri,SE
7125728828,7125728828,67.5829983,19.6752262,,SE
7125728829,7125728829,67.5920105,19.7050953,,SE
7125728830,7125728830,67.8567794,20.0482435,,SE
7125728861,7125728861,66.624092,23.966922,Lynx Neuvola_Kota,FI
7253082663,7253082663,67.1149397,24.3579782,Lompolon Laavu,FI
7261093750,7261093750,69.9758657,23.3469518,Altagårdskogen,NO
7292055350,7292055350,67.0846009,20.4608003,Kelva Rastplats,SE
7297087782,7297087782,67.1456988,21.3309485,,SE
7333081367,7333081367,66.8790286,21.252083,,SE
7405635991,7405635991,67.4268357,24.493024,Kallon kota,FI
7415519896,7415519896,70.0197803,22.9012085,,NO
7419286242,7419286242,66.6890889,15.4258254,KNA-hytta på Saltfjellet,NO
7437873386,7437873386,69.8362304,23.1335767,,NO
7453005896,7453005896,67.6095751,24.3223954,,FI
7453642484,7453642484,70.2232053,24.8738019,Gapahuk,NO
7482065124,7482065124,67.3507288,14.8644147,,NO
7536748160,7536748160,67.1615447,20.6683892,Snötippens Rastplats,SE
7606077406,7606077406,69.9997103,24.9927706,,NO
7617822466,7617822466,69.9601743,23.4263404,,NO
7617822467,7617822467,69.9593648,23.4265128,,NO
7638115510,7638115510,67.4755717,26.8509715,Laavu,FI
7688219574,7688219574,67.1618937,27.6913603,Kota,FI
7689253558,7689253558,66.9629891,27.5046231,,FI
7689253559,7689253559,66.9628679,27.5043213,,FI
7711674833,7711674833,67.604059,28.5952685,Leukkuhamara,FI
7725382215,7725382215,66.9225652,28.490045,Laavu,FI
7726888085,7726888085,68.9824385,16.2754906,,NO
7726974932,7726974932,66.6287971,25.7852912,,FI
7738041066,7738041066,66.8861856,28.9207697,,FI
7738448923,7738448923,67.2752114,20.3973708,,SE
7761049177,7761049177,67.6378392,26.7933241,,FI
7768374067,7768374067,71.1131926,27.6440458,Roren,NO
7768377124,7768377124,70.98227,25.9887033,,NO
7769742440,7769742440,68.6746353,27.5231419,,FI
7780954366,7780954366,70.5875715,27.281986,,NO
7780963631,7780963631,70.4272283,28.0780733,,NO
7780979472,7780979472,70.1720961,28.5588523,,NO
7784878101,7784878101,66.6099461,23.887236,Laavu,FI
7792527598,7792527598,69.7903967,30.7943117,,NO
7792537672,7792537672,70.1433883,28.8820333,,NO
7792541216,7792541216,70.0735427,29.7382217,Vadsø harbour wind shelter,NO
7792549520,7792549520,70.065485,29.7651033,,NO
7817761586,7817761586,67.4652435,17.4668547,Reindeer herder hut (abandoned but open),SE
7824009475,7824009475,67.2096817,23.600395,,FI
7824060446,7824060446,70.0701733,27.60115,Laavu,FI
7824061642,7824061642,66.8092483,23.9957817,,FI
7827801404,7827801404,68.5711296,15.8283475,,NO
7850901596,7850901596,67.7251961,24.449418,Kalliokoski kota,FI
7892500388,7892500388,69.6966343,18.9809157,Turbohuken,NO
7892500394,7892500394,69.7105627,19.0038781,,NO
7912348652,7912348652,69.7673829,21.0199195,,NO
7916639151,7916639151,70.1975733,28.2020067,,NO
7916639152,7916639152,70.1974468,28.2019202,,NO
7916639153,7916639153,70.1973116,28.2018419,,NO
7924979685,7924979685,66.5969531,19.8302204,,SE
7955534734,7955534734,66.6977133,25.1594301,Ahvenlampi laavu,FI
7955534836,7955534836,66.6976644,25.1959035,Särkilampi laavu,FI
7955869950,7955869950,66.7053138,25.1692885,Keski-Peurajärvi laavu,FI
7955869994,7955869994,66.7041887,25.1520506,Keski-Peurajärvi kota,FI
8081777184,8081777184,66.7583518,28.3046807,Lapalampi laavu,FI
8087887743,8087887743,68.2289499,27.4744738,Kaptukaislammi laavu,FI
8109048017,8109048017,67.9264597,20.3465607,Skyvillage,SE
8263468117,8263468117,67.906659,20.3468518,,SE
8293022150,8293022150,69.8197273,20.8063366,,NO
8293022151,8293022151,69.8197791,20.8058189,,NO
8293022152,8293022152,69.8198707,20.805328,,NO
8531675246,8531675246,69.6950276,18.9853896,,NO
8601994259,8601994259,67.1058673,27.4524361,,FI
8601994260,8601994260,67.1112311,27.4954534,,FI
8687913383,8687913383,70.6018868,25.0702494,Stohpojohka,NO
8688042022,8688042022,70.7694547,25.2902773,Várdánčohkka,NO
8785085042,8785085042,67.424678,24.4336831,Rahkajärven laavu,FI
8851236696,8851236696,70.0906219,29.6938327,,NO
8851236934,8851236934,70.0857785,29.7016432,,NO
8851300331,8851300331,70.0913612,29.7168643,,NO
8851300395,8851300395,70.0874479,29.7357952,,NO
8860872617,8860872617,68.1464608,25.8329748,,FI
8901520321,8901520321,68.5527689,14.6224066,,NO
8976908335,8976908335,67.7703937,24.6968119,Kätkänlaavu,FI
8999433197,8999433197,66.7667608,28.7625501,,FI
9006091717,9006091717,68.4919473,16.7132595,,NO
9064066821,9064066821,66.9497314,13.9416142,Gammen,NO
9119509055,9119509055,67.5391794,22.6411135,,SE
9216710829,9216710829,67.3152209,14.4778303,Kvaermannsbu,NO
9450354183,9450354183,66.9956047,27.5065571,,FI
9522276222,9522276222,66.8708695,13.7064654,,NO
9553080894,9553080894,69.4029225,18.2314181,Seljebakken,NO
9553087333,9553087333,69.3424854,18.141401,Gaukarhuken,NO
9555105439,9555105439,69.4583334,18.2568924,Øvre Fjellmyr,NO
9606935556,9606935556,69.2843689,22.0474195,Luovdigammen/Arthurgammen,NO
9608386973,9608386973,67.1227862,27.2473969,Kaikokangas laavu,FI
9611412382,9611412382,67.5731669,22.7889596,VindSkydd,SE
9631626379,9631626379,69.3475972,21.8756298,Vuomatakka,NO
9633155601,9633155601,66.6135417,27.9028446,Laavu,FI
9810716455,9810716455,70.1687404,19.8054256,Gammelhuset i Skipsfjorden,NO
9810716462,9810716462,70.0679882,23.5968634,Sarveshytta,NO
9810716466,9810716466,69.728929,18.5432576,Hollenderhytta,NO
9810716467,9810716467,69.4002876,20.0529055,Rullebu,NO
9810716469,9810716469,69.4685862,19.5386098,Storsteinen,NO
9810716475,9810716475,69.0931311,21.9615289,Deatnomuotki,NO
9810716481,9810716481,69.4580227,29.6437436,Bjørnhytta,NO
9810716482,9810716482,69.6591772,20.2234461,Fastdalshytta / Goalborrihytta,NO
9810716517,9810716517,68.2630707,14.5035579,Nøkksætra,NO
9810716520,9810716520,67.1841612,14.4112155,Gjælentunet,NO
9812364087,9812364087,68.051323,16.6756845,,NO
9812364097,9812364097,66.6861911,15.042832,Steinstua,NO
9812364098,9812364098,68.8289286,20.2835565,Stor Rostahytta,NO
9812364106,9812364106,68.599072,17.8311755,Slottet,NO
9812364113,9812364113,68.7466555,19.7283397,Fossbua,NO
9812364114,9812364114,68.6982889,18.959161,Koievassbua,NO
9812364115,9812364115,69.1512635,29.1009012,Gjøkvassbu,NO
9812364118,9812364118,66.8393749,14.702059,Reinhagen,NO
9812364124,9812364124,68.5703706,18.5961379,Stággonjunni,NO
9812364140,9812364140,68.1071442,13.1043335,Stokkvikbua,NO
9812364144,9812364144,67.9956879,16.6875639,,NO
9812364146,9812364146,69.1252383,28.816616,Pilolaporten,NO
9812364147,9812364147,66.7351316,14.5751447,Staupådalsbua,NO
9812364151,9812364151,68.538213,17.8890036,Nævrastua,NO
9812364156,9812364156,69.3609471,17.698594,Heggedalshytta,NO
9812364158,9812364158,69.6665325,30.0567372,Lionshytta,NO
9812364168,9812364168,69.6938729,18.8572414,Tussehuken,NO
9812364172,9812364172,68.0260053,16.6811823,,NO
9812364185,9812364185,67.3460704,14.662062,Hansbu,NO
9812364188,9812364188,68.583289,17.4446929,,NO
9812364205,9812364205,70.6620049,25.1206982,,NO
9812364208,9812364208,68.7612297,19.712751,Veslnesbua,NO
9812364213,9812364213,70.6488366,23.8294118,Glimmervannshytta,NO
9812364216,9812364216,68.0530729,16.8031573,,NO
9812364217,9812364217,68.1077983,16.3529985,Sparebank Narvik hytta,NO
9812364221,9812364221,68.9259334,20.1855632,Moskanhytta,NO
9812364222,9812364222,69.6438228,30.0482339,Vardenhytta,NO
9812364225,9812364225,66.8499235,14.731224,Kvasshåghytta,NO
9812364228,9812364228,70.6347452,23.7893198,Rundvannshytta,NO
9812364238,9812364238,67.8084656,16.6202594,,NO
9812364239,9812364239,69.1596066,28.9773487,Sortbrysttjern koia,NO
9812364240,9812364240,68.6910567,16.4242085,Allmenningsbua,NO
9833909295,9833909295,68.6148241,16.6437157,,NO
9833909297,9833909297,67.3956599,15.3726612,,NO
9833909299,9833909299,68.093148,13.2951706,,NO
9833909301,9833909301,68.598124,17.401726,Gapahuken i Revdalen,NO
9833909304,9833909304,69.8271244,18.8155497,,NO
9833909306,9833909306,66.9383107,15.0426012,Gamme Storoksvatn,NO
9833909308,9833909308,69.4118311,19.6713938,Kaffehola,NO
9833909311,9833909311,66.7840591,15.4686533,Gapahuk,NO
9833914318,9833914318,68.1682449,14.6846463,,NO
9833914330,9833914330,68.7841221,16.1512822,Trastadgammen,NO
9833914338,9833914338,68.236453,13.6884298,,NO
9833914344,9833914344,69.9427293,19.7319216,,NO
9833914350,9833914350,68.3564368,16.6520579,Grillkåte,NO
9833914351,9833914351,68.699569,17.1277019,Gapahuken i Vakkerstadlia,NO
9833914357,9833914357,70.6738354,29.0616067,,NO
9833914363,9833914363,68.7777084,16.2014674,Rågammen,NO
9833914369,9833914369,68.0938818,13.5032319,,NO
9833914372,9833914372,66.6029519,15.0650011,Kvitsteinelvkøta,NO
9833914373,9833914373,68.7042499,15.3731134,,NO
9833914377,9833914377,69.9640531,19.6050125,,NO
9833914385,9833914385,68.4157448,17.4384315,,NO
9833914386,9833914386,68.6650593,17.0750223,Gapahuken på Myklevollkollen,NO
9833914390,9833914390,68.8750534,17.8627265,Lysløypa,NO
9833914392,9833914392,68.7202443,14.4428296,,NO
9833914393,9833914393,69.1335365,28.9032929,Ellenvasskoia,NO
9833914395,9833914395,69.8105094,18.7896689,,NO
9833914398,9833914398,66.8204538,15.3788357,Gapahuk Skogvoktergården,NO
9833914408,9833914408,68.7949081,16.5727241,,NO
9833914414,9833914414,68.1646486,13.6714803,,NO
9833914415,9833914415,66.5716995,15.3390097,,NO
9833914420,9833914420,67.9534332,16.8148026,,NO
9833914421,9833914421,66.7792106,14.2897035,Kvitsteindalsgammen,NO
9833914423,9833914423,70.7176,23.6904766,,NO
9833914425,9833914425,68.6680017,17.1121868,Gapahuken på Sandneset,NO
9833914426,9833914426,67.4137704,15.3802512,,NO
9833914433,9833914433,69.4266299,19.6622628,,NO
9833914434,9833914434,67.7831355,15.9687069,Gapahuk,NO
9833914438,9833914438,69.7508683,18.9316751,,NO
9833914449,9833914449,67.4543871,15.9408608,Sørengamma,NO
9833914450,9833914450,68.2014074,13.7483702,,NO
9833914455,9833914455,68.2629398,14.3904594,,NO
9864505592,9864505592,67.11906,18.4095345,,SE
9867387601,9867387601,68.7262684,16.4427267,Finnjonsgamma,NO
9871804477,9871804477,67.9916877,19.9229627,,SE
9871840000,9871840000,67.9922174,19.9242638,,SE
9874479667,9874479667,68.4356843,18.6185429,,SE
9885766917,9885766917,67.3067396,26.6977959,,FI
9894146909,9894146909,68.9751892,15.6374016,,NO
9917029348,9917029348,68.2544822,23.992811,Hietajärvi Lean-To,FI
9932035288,9932035288,68.2621867,24.7730458,Puljutunturin laavu,FI
9938757938,9938757938,67.3734621,26.8619247,Suitsikota,FI
9977332618,9977332618,69.6834656,18.7362951,,NO
10010514870,10010514870,69.4021478,18.7244877,,NO
10012737212,10012737212,69.6818248,18.6068796,Lavvo,NO
10012749918,10012749918,69.8087139,18.9508474,Lavvo Rakfjorddalen,NO
10013069532,10013069532,70.4773264,28.0540113,Bagjestuva,NO
10015246274,10015246274,69.2848795,18.0027576,Gapahuk,NO
10015282981,10015282981,69.5054275,17.4851274,,NO
10015473556,10015473556,69.3376272,18.5549191,Varto gapahuk,NO
10015561731,10015561731,69.2775135,18.3912273,Vassbrunagammen,NO
10015596216,10015596216,69.2350582,17.5499457,,NO
10015624219,10015624219,69.2228057,17.5609508,,NO
10031026082,10031026082,68.7386615,16.496087,Gapahuk,NO
10031794447,10031794447,68.4768734,16.8448412,Gapahuk Veten,NO
10034725747,10034725747,68.0967296,15.8941859,,NO
10035778378,10035778378,67.4061415,15.3374317,Gapahuk Svartvatnet,NO
10059404619,10059404619,66.9332986,21.5026964,,SE
10142639753,10142639753,69.4280131,21.6301183,,NO
10162688940,10162688940,67.8783747,20.1585107,,SE
10197762556,10197762556,66.945164,17.654517,,SE
10594775177,10594775177,67.5894987,24.2026315,,FI
10671237415,10671237415,70.9721544,25.9893581,,NO
10690510205,10690510205,68.6049576,14.5129204,Uværshula Bø,NO
10697420952,10697420952,68.3963423,18.6700714,,SE
10709733198,10709733198,66.6309356,25.2653584,,FI
10751416497,10751416497,68.7985528,16.4839875,,NO
10771087265,10771087265,66.9943511,27.2509244,Sieniselkä kota,FI
10774807250,10774807250,67.3948776,24.1892658,Rantaherkko laavu,FI
10779169157,10779169157,68.6526491,14.6325665,,NO
10792608507,10792608507,68.2581706,28.2579134,,FI
10862894503,10862894503,66.8942318,26.1976043,,FI
10863657274,10863657274,68.8636206,17.8407999,Gapahuken på Hundbergan,NO
10885842823,10885842823,66.6538695,25.2882229,,FI
10934584882,10934584882,66.5817412,24.4077819,,FI
10980103006,10980103006,67.272761,17.8085214,,SE
10985290117,10985290117,69.602684,18.9452559,Dyrk Kaldslett,NO
11051017207,11051017207,67.2403061,16.5911101,winter shelter and emergency telephone,SE
11052308184,11052308184,69.5083184,17.9032061,,NO
11052308557,11052308557,69.5083448,17.9029802,,NO
11052315644,11052315644,69.5083305,17.9030759,,NO
11061274676,11061274676,68.2215302,14.4612177,Madsvatnet,NO
11066518705,11066518705,67.269709,15.4439082,,NO
11066737105,11066737105,67.2772931,15.4535914,,NO
11066943705,11066943705,67.2776657,15.4975529,,NO
11066943805,11066943805,67.2774635,15.4972278,,NO
11067018505,11067018505,67.268702,15.4568752,,NO
11069334240,11069334240,71.1123215,25.8234702,,NO
11069334351,11069334351,70.9825207,25.9666892,,NO
11071734503,11071734503,69.4967798,17.4804028,,NO
11071766586,11071766586,69.5100796,17.4246465,,NO
11071773088,11071773088,69.5121196,17.4334882,,NO
11071802769,11071802769,69.4968216,17.4831288,,NO
11071806948,11071806948,69.5214796,17.4287158,viewpoint shelter,NO
11108464770,11108464770,69.6473002,18.9398772,Alfheim gapahuk,NO
11109523603,11109523603,67.3036656,22.607179,,SE
11109930667,11109930667,67.3518226,22.6138405,,SE
11120943006,11120943006,68.5685396,14.9209705,,NO
11121745944,11121745944,69.9727579,23.1084458,,NO
11137090603,11137090603,67.5973096,26.1762681,Tikkalaavu,FI
11137090604,11137090604,67.5673641,26.2053707,Ristilaki Laavu,FI
11163807506,11163807506,69.5213889,17.4286908,,NO
11253695378,11253695378,69.7512114,19.9589787,,NO
11300431545,11300431545,67.6904602,21.4277989,,SE
11300452758,11300452758,69.2278147,17.8482788,,NO
11300471515,11300471515,67.8086843,21.6090287,,SE
11300471611,11300471611,69.3626039,17.0527762,,NO
11300494149,11300494149,68.9679813,15.639481,,NO
11349109198,11349109198,68.225085,13.9056811,,NO
11407353130,11407353130,68.8465805,28.3137835,,FI
11407492108,11407492108,68.8448391,28.3219498,,FI
11416829577,11416829577,68.8466447,28.3117529,,FI
11472382128,11472382128,66.5784906,26.0155028,,FI
11472399021,11472399021,66.5688313,25.7377708,,FI
11661230908,11661230908,69.3576383,21.8271632,,NO
11661418883,11661418883,69.9072723,23.2790536,,NO
11662966729,11662966729,68.6879923,19.7718369,,NO
11669743464,11669743464,68.4401013,17.3962377,,NO
11669743466,11669743466,68.4453904,17.435597,,NO
11673243400,11673243400,68.1287347,13.8244663,,NO
11687655862,11687655862,70.1319737,28.6675321,Bigganestillien - Oaibahčannjárga,NO
11709126596,11709126596,66.8489679,21.9049566,,SE
11750306952,11750306952,69.5852791,18.6242129,,NO
11750306953,11750306953,69.6205942,18.6647379,,NO
11978656869,11978656869,66.8161715,15.3910483,,NO
11978668170,11978668170,66.8150815,15.3845936,,NO
11992062070,11992062070,69.1973759,17.4137237,,NO
11992070769,11992070769,69.1974223,17.4324638,,NO
11993446069,11993446069,68.2599735,14.2717142,,NO
11993520269,11993520269,69.1701108,17.3913087,,NO
11998579470,11998579470,68.5944229,16.5905674,,NO
12002371406,12002371406,66.9436749,13.5911026,,NO
12002532582,12002532582,66.9606189,13.8043402,,NO
12006697827,12006697827,67.2509927,14.7073688,,NO
12007047020,12007047020,67.2383176,14.7089265,,NO
12009163351,12009163351,67.2906622,14.6273231,,NO
12009174626,12009174626,67.0869603,24.5963203,Erakko Heikkisen kämppä,FI
12009249486,12009249486,67.2805575,14.5398943,,NO
12009832654,12009832654,68.1303213,23.1076455,,SE
12009854567,12009854567,67.8383031,23.1886109,,SE
12012162349,12012162349,68.1529258,24.1197018,,FI
12012388169,12012388169,68.3643132,22.1823823,,SE
12012587269,12012587269,68.3643471,22.182523,,SE
12014658870,12014658870,68.2817253,22.159965,Siilasjärvi,SE
12022635706,12022635706,68.1952849,13.9406137,,NO
12023226400,12023226400,68.2624595,14.241309,,NO
12025596364,12025596364,68.2042821,14.2406176,,NO
12025603943,12025603943,70.2468877,22.3639806,,NO
12025865598,12025865598,68.2137503,14.3970863,,NO
12033288221,12033288221,68.4417911,22.4756915,,SE
12035529519,12035529519,67.5532504,24.2599878,,FI
12037256509,12037256509,69.5011105,17.6201413,Brorbua,NO
12040496196,12040496196,68.9504928,15.6569568,,NO
12040498047,12040498047,68.7215652,15.521532,,NO
12040498048,12040498048,68.999356,15.6339058,,NO
12040525159,12040525159,68.5019727,14.8245052,,NO
12040533543,12040533543,68.5879484,14.9694751,,NO
12040534888,12040534888,68.7729032,15.4778242,,NO
12040535905,12040535905,68.8128764,15.5430743,,NO
12040540796,12040540796,68.5028712,14.8503578,,NO
12040541269,12040541269,68.8552276,15.5645778,,NO
12041992137,12041992137,69.381523,17.1067132,,NO
12042014626,12042014626,69.358419,17.0849938,,NO
12044574916,12044574916,69.2563567,17.5892277,,NO
12047425643,12047425643,69.2356352,18.0904625,,NO
12049113315,12049113315,69.1675408,18.5274905,,NO
12049147024,12049147024,69.2514807,18.161792,,NO
12049158408,12049158408,69.2514421,18.163675,,NO
